"0","datasets::mdeaths # time series dataset"
"1","    "
"1","  Jan"
"1","  Feb"
"1","  Mar"
"1","  Apr"
"1","  May"
"1","  Jun"
"1","  Jul"
"1","  Aug"
"1","  Sep"
"1","  Oct"
"1","  Nov"
"1","  Dec"
"1","
1974"
"1"," 2134"
"1"," 1863"
"1"," 1877"
"1"," 1877"
"1"," 1492"
"1"," 1249"
"1"," 1280"
"1"," 1131"
"1"," 1209"
"1"," 1492"
"1"," 1621"
"1"," 1846"
"1","
1975"
"1"," 2103"
"1"," 2137"
"1"," 2153"
"1"," 1833"
"1"," 1403"
"1"," 1288"
"1"," 1186"
"1"," 1133"
"1"," 1053"
"1"," 1347"
"1"," 1545"
"1"," 2066"
"1","
1976"
"1"," 2020"
"1"," 2750"
"1"," 2283"
"1"," 1479"
"1"," 1189"
"1"," 1160"
"1"," 1113"
"1","  970"
"1","  999"
"1"," 1208"
"1"," 1467"
"1"," 2059"
"1","
1977"
"1"," 2240"
"1"," 1634"
"1"," 1722"
"1"," 1801"
"1"," 1246"
"1"," 1162"
"1"," 1087"
"1"," 1013"
"1","  959"
"1"," 1179"
"1"," 1229"
"1"," 1655"
"1","
1978"
"1"," 2019"
"1"," 2284"
"1"," 1942"
"1"," 1423"
"1"," 1340"
"1"," 1187"
"1"," 1098"
"1"," 1004"
"1","  970"
"1"," 1140"
"1"," 1110"
"1"," 1812"
"1","
1979"
"1"," 2263"
"1"," 1820"
"1"," 1846"
"1"," 1531"
"1"," 1215"
"1"," 1075"
"1"," 1056"
"1","  975"
"1","  940"
"1"," 1081"
"1"," 1294"
"1"," 1341"
"1","
"
